"participant_id","autonomy","relatedness","competence","positive_affect"
14580,"Most of the time","Most of the time","A lot",3
14581,"Some of the time","Most of the time","Some",3.5
14583,"Some of the time","Most of the time","Some",4.666666666667
14587,"Some of the time","Most of the time","A lot",5
14588,"Rarely","All of the time","A lot",4
14590,"Most of the time","All of the time","A little",2.333333333333
14591,"All of the time","All of the time","Some",3.5
14594,"All of the time","Most of the time","Some",3.166666666667
14600,"All of the time","All of the time","A lot",4.666666666667
14606,"Some of the time","All of the time","A lot",3.666666666667
14609,"Most of the time","Some of the time","Some",2.666666666667
14613,"Some of the time","Some of the time","A little",4.333333333333
14614,"All of the time","Most of the time","Some",3.166666666667
14617,"Some of the time","Most of the time","Some",3.5
14621,"Most of the time","Most of the time","A lot",3.833333333333
14624,"Some of the time","Most of the time","Some",3.166666666667
14627,"Most of the time","Some of the time","Some",3.4
14630,"Some of the time","All of the time","A lot",3.833333333333
14639,"Some of the time","Some of the time","Some",4
14641,"All of the time","All of the time","Some",3.333333333333
14648,"Most of the time","Most of the time","Some",3.833333333333
14650,"Most of the time","Most of the time","A lot",4
14653,"All of the time","Most of the time","Some",2.833333333333
14654,"Some of the time","Most of the time","Some",2.166666666667
14659,"Most of the time","Most of the time","A lot",4
14669,"Most of the time","Rarely","A lot",3.833333333333
14670,"Some of the time","Some of the time","Some",4
14677,"Most of the time","Most of the time","A lot",3.5
14682,"Most of the time","Rarely","A lot",4
14684,"Most of the time","Most of the time","Some",3.666666666667
14688,"Rarely","Some of the time","Some",2.833333333333
14689,"All of the time","Most of the time","A lot",4
14692,"Some of the time","Most of the time","A lot",4
14693,"Some of the time","Some of the time","Some",2.833333333333
14695,"All of the time","Most of the time","A lot",3.833333333333
14696,"Some of the time","Most of the time","Some",4.166666666667
14705,"Some of the time","Some of the time","A lot",4
14706,"Most of the time","Most of the time","Some",3.5
14708,"Rarely","Most of the time","A lot",4
14713,"Most of the time","Some of the time","A lot",3.666666666667
14719,"All of the time","Some of the time","A little",3
14722,"Most of the time","Some of the time","A lot",3.5
14724,"Most of the time","Some of the time","Some",3.333333333333
14726,"All of the time","Some of the time","A lot",3.666666666667
14730,"Most of the time","Some of the time","Some",3.5
14732,"Rarely","Most of the time","Some",4
14733,"Some of the time","Some of the time","A little",2.833333333333
14738,"All of the time","Most of the time","Some",3.333333333333
14747,"All of the time","Most of the time","Some",1.833333333333
14752,"Some of the time","Some of the time","Some",3
14753,"All of the time","Rarely","A lot",4
14754,"Most of the time","All of the time","Some",3.166666666667
14755,"Most of the time","Most of the time","Some",2.833333333333
14756,"All of the time","All of the time","Some",4.333333333333
14764,"Most of the time","All of the time","Some",4.333333333333
14765,"Most of the time","Most of the time","Some",3.166666666667
14766,"All of the time","All of the time","A lot",5
14782,"Most of the time","Most of the time","Some",4
14783,"Most of the time","Most of the time","Some",3.666666666667
14784,"Some of the time","Most of the time","Some",3.333333333333
14786,"All of the time","Rarely","A lot",1.333333333333
14793,"Some of the time","Most of the time","Some",2.833333333333
14802,"Most of the time","All of the time","Some",1.833333333333
14805,"Most of the time","Most of the time","Some",4
14807,"Most of the time","Some of the time","Some",3.5
14808,"Some of the time","Most of the time","Some",2.5
14814,"All of the time","Some of the time","A lot",3
14821,"Rarely","Most of the time","Some",4.333333333333
14834,"Some of the time","Most of the time","A little",2.833333333333
14837,"Most of the time","Some of the time","A little",1.666666666667
14839,"Most of the time","Most of the time","A lot",3
14841,"Rarely","All of the time","A lot",3.333333333333
14844,"Most of the time","All of the time","Some",2.666666666667
14845,"Some of the time","Some of the time","A lot",4
14847,"Some of the time","Rarely","Some",2.666666666667
14850,"All of the time","Some of the time","Some",3
14853,"Most of the time","Some of the time","Some",4
14854,"Some of the time","Some of the time","A lot",3.5
14860,"All of the time","Most of the time","A lot",4
14864,"Most of the time","Most of the time","Some",3.666666666667
14866,"Most of the time","Rarely","Some",4
14868,"Some of the time","Most of the time","A lot",3.166666666667
14882,"Some of the time","Rarely","Some",3.666666666667
14884,"All of the time","Most of the time","A lot",4.5
14900,"Some of the time","Most of the time","Some",3.666666666667
14902,"Most of the time","Most of the time","Some",1.5
14913,"Most of the time","Most of the time","Some",3.333333333333
14920,"All of the time","Most of the time","Some",4
14925,"Some of the time","Most of the time","Some",3.166666666667
14927,"Most of the time","Most of the time","A lot",4
14930,"Some of the time","Most of the time","A little",4
14939,"Rarely","Some of the time","Some",3.833333333333
14941,"Some of the time","Most of the time","Some",1.833333333333
14948,"Some of the time","Some of the time","Some",3
14949,"Some of the time","Most of the time","A lot",4.333333333333
14952,"Most of the time","Some of the time","Some",3.833333333333
14959,"Some of the time","Most of the time","Some",4.666666666667
14965,"Some of the time","Most of the time","Some",4
14971,"All of the time","All of the time","Some",3.666666666667
14977,"Most of the time","Most of the time","Some",2.833333333333
14978,"Most of the time","All of the time","Some",3.5
14979,"Most of the time","Some of the time","Some",3.833333333333
14987,"Most of the time","Most of the time","Some",4
14990,"Some of the time","Most of the time","Some",2.833333333333
14991,"Most of the time","Some of the time","Some",2.333333333333
14992,"Rarely","Some of the time","Some",4
14995,"Most of the time","Most of the time","A lot",3
14998,"Some of the time","Most of the time","A lot",3.333333333333
15001,"Some of the time","Some of the time","A lot",3.166666666667
15003,"Some of the time","Some of the time","Some",3
15008,"Most of the time","Most of the time","A lot",3.833333333333
15013,"All of the time","Some of the time","A lot",4
15016,"Most of the time","Most of the time","Some",3.833333333333
15023,"Most of the time","All of the time","A lot",3.166666666667
15024,"Some of the time","Some of the time","A little",3.833333333333
15036,"Most of the time","Most of the time","A lot",3.666666666667
15039,"Some of the time","Most of the time","A little",1.666666666667
15043,"Most of the time","Most of the time","Some",3.5
15048,"Most of the time","Most of the time","Some",3.833333333333
15051,"Most of the time","Rarely","Some",3.833333333333
15055,"Some of the time","Some of the time","Some",3.666666666667
15063,"Some of the time","Rarely","Some",3.5
15065,"Some of the time","Most of the time","A lot",3.5
15067,"Most of the time","Most of the time","A lot",3.666666666667
15075,"All of the time","Most of the time","Some",4.166666666667
15076,"All of the time","All of the time","Some",4.666666666667
15077,"All of the time","All of the time","Some",4.166666666667
15078,"Most of the time","Some of the time","Some",3.166666666667
15089,"Most of the time","All of the time","Some",3.666666666667
15092,"Most of the time","Some of the time","A little",2
15093,"Some of the time","Most of the time","Some",3.8
15096,"Some of the time","All of the time","Some",3.833333333333
15097,"Most of the time","Most of the time","Some",3.166666666667
15100,"Some of the time","All of the time","A lot",3.5
15120,"All of the time","Some of the time","Some",3.5
15127,"Some of the time","Some of the time","Some",3.166666666667
15129,"Most of the time","All of the time","A lot",3
15139,"Most of the time","Most of the time","Some",4
15143,"Most of the time","All of the time","A lot",4
15150,"Some of the time","Most of the time","Some",3.5
15152,"Some of the time","Most of the time","Some",3.833333333333
15154,"All of the time","Some of the time","Some",3.333333333333
15158,"All of the time","Most of the time","A lot",4.5
15159,"All of the time","Most of the time","Some",3.5
15162,"Some of the time","Some of the time","Some",2.666666666667
15175,"Most of the time","All of the time","Some",3.166666666667
15187,"Some of the time","Most of the time","A lot",3.833333333333
15199,"Most of the time","Most of the time","Some",3.333333333333
15200,"All of the time","Most of the time","Some",3.166666666667
15201,"Most of the time","Most of the time","Some",2.833333333333
15202,"Some of the time","Most of the time","A lot",4.666666666667
15204,"Most of the time","All of the time","Some",1.5
15207,"Most of the time","Most of the time","A little",2
15209,"Most of the time","Some of the time","A lot",3.833333333333
15211,"Most of the time","Some of the time","A little",2.5
15214,"Never","Some of the time","A little",2
15215,"Most of the time","Most of the time","A little",3
15216,"Most of the time","Most of the time","Some",2.166666666667
15219,"Some of the time","Most of the time","Some",3.833333333333
15227,"All of the time","Some of the time","A lot",3.5
15230,"Most of the time","All of the time","A lot",3.833333333333
15231,"Some of the time","Rarely","A lot",1.333333333333
15236,"All of the time","Most of the time","Some",4
15238,"Some of the time","All of the time","A little",4.333333333333
15244,"Most of the time","Most of the time","A lot",3.833333333333
15246,"All of the time","All of the time","Some",3.666666666667
15248,"Rarely","All of the time","Some",4.166666666667
15251,"Most of the time","Some of the time","A lot",5
15252,"Most of the time","Most of the time","Some",3.666666666667
15257,"All of the time","Most of the time","A lot",3.833333333333
15258,"Most of the time","All of the time","Some",3
15265,"Some of the time","Some of the time","Some",2.833333333333
15267,"Most of the time","Most of the time","Some",3.833333333333
15271,"Some of the time","Most of the time","A little",3.666666666667
15276,"Most of the time","Most of the time","A little",3.166666666667
15277,"All of the time","Most of the time","Some",4
15279,"Some of the time","Some of the time","Some",4
15282,"Some of the time","Most of the time","A lot",3.166666666667
15283,"Most of the time","Most of the time","A little",4.166666666667
15288,"Most of the time","Some of the time","A lot",4.166666666667
15290,"Most of the time","Most of the time","Some",4.333333333333
15292,"Some of the time","Most of the time","A lot",4
15299,"All of the time","Most of the time","Some",3.166666666667
15305,"Most of the time","Most of the time","Some",4
15308,"All of the time","Some of the time","A lot",3.833333333333
15309,"Most of the time","Most of the time","Some",4
15311,"Most of the time","Most of the time","Some",5
15313,"Some of the time","Some of the time","Some",3.5
15316,"Most of the time","Some of the time","Some",3.333333333333
15317,"Most of the time","Most of the time","A lot",4.666666666667
15319,"Some of the time","Some of the time","A lot",3.833333333333
15324,"All of the time","Most of the time","Some",3.166666666667
15325,"Most of the time","Some of the time","A lot",2
15331,"Most of the time","All of the time","A lot",3.833333333333
15333,"Most of the time","Some of the time","Some",3.166666666667
15339,"Some of the time","Most of the time","Some",2.166666666667
15345,"Most of the time","Most of the time","A little",2.5
15352,"Rarely","Some of the time","A little",3.333333333333
15355,"Most of the time","Some of the time","A lot",3.333333333333
15360,"Most of the time","Some of the time","Some",2.166666666667
15385,"Most of the time","Some of the time","Some",4
15386,"Most of the time","Some of the time","Some",3.333333333333
15387,"Most of the time","Most of the time","A lot",2.833333333333
15390,"Rarely","Some of the time","A lot",2.166666666667
15391,"Some of the time","All of the time","Some",2.833333333333
15396,"Rarely","Most of the time","A little",2.333333333333
15400,"Rarely","Most of the time","Some",3.666666666667
15401,"All of the time","Some of the time","A lot",2.333333333333
15403,"Most of the time","All of the time","Some",2.333333333333
15405,"All of the time","Most of the time","A lot",3.833333333333
15406,"Some of the time","All of the time","A lot",3.833333333333
15408,"Some of the time","Some of the time","Some",3.333333333333
15410,"All of the time","Most of the time","A lot",3.5
15411,"Some of the time","Some of the time","Some",3.333333333333
15423,"Some of the time","Some of the time","A little",2.166666666667
15426,"All of the time","Some of the time","A lot",3.666666666667
15434,"Most of the time","Most of the time","Some",3.5
15441,"Most of the time","Some of the time","Some",3.5
15442,"Most of the time","Most of the time","Some",3.833333333333
15450,"Some of the time","Most of the time","Some",5
15455,"Most of the time","Most of the time","Some",3.833333333333
15459,"Some of the time","Most of the time","A lot",3.833333333333
15462,"Most of the time","Most of the time","Some",4
15463,"Most of the time","Most of the time","A lot",3.833333333333
15467,"Most of the time","Some of the time","Some",2.333333333333
15468,"Most of the time","Most of the time","Some",3.333333333333
15478,"Most of the time","All of the time","A lot",3.5
15480,"Some of the time","Most of the time","Some",4
15484,"Rarely","Most of the time","Some",2
15487,"Some of the time","Most of the time","Some",3.166666666667
15488,"Some of the time","Most of the time","Some",3.833333333333
15490,"Most of the time","Most of the time","Some",3.666666666667
15491,"Most of the time","Most of the time","Some",3.666666666667
15497,"Some of the time","Some of the time","Some",3.833333333333
15498,"Most of the time","Most of the time","Some",2.166666666667
15500,"Some of the time","All of the time","Some",4
15501,"Some of the time","Most of the time","A lot",3.666666666667
15506,"Some of the time","Most of the time","A lot",4
15507,"Most of the time","Most of the time","A lot",4
15513,"Some of the time","Some of the time","A little",1.833333333333
15517,"Some of the time","Some of the time","Some",4.166666666667
15523,"Some of the time","Some of the time","A lot",3
15529,"Most of the time","Most of the time","Some",3.666666666667
15531,"Most of the time","Most of the time","A lot",3.833333333333
15533,"Most of the time","Most of the time","Some",3.5
15534,"Most of the time","Most of the time","Some",3.666666666667
15539,"Most of the time","Most of the time","A lot",4
15546,"Most of the time","Most of the time","Some",4
15548,"Some of the time","Most of the time","Some",3
15549,"Most of the time","All of the time","Some",3.833333333333
15559,"Some of the time","Some of the time","Some",3.666666666667
15560,"Some of the time","Most of the time","A little",3
15561,"Some of the time","Most of the time","Some",2.5
15568,"Some of the time","Some of the time","A lot",3.666666666667
15569,"Rarely","All of the time","Some",3.5
15574,"Most of the time","Most of the time","Some",3.833333333333
15576,"Most of the time","Some of the time","Some",3.166666666667
15579,"Most of the time","Most of the time","Some",2.833333333333
15580,"Most of the time","Some of the time","Some",3.5
15587,"Some of the time","Most of the time","A lot",3.833333333333
15592,"All of the time","Most of the time","Some",3.666666666667
15593,"Some of the time","Most of the time","Some",2.833333333333
15607,"Most of the time","Most of the time","Some",4
15608,"Most of the time","Most of the time","A little",3.666666666667
15609,"All of the time","Most of the time","Some",3.833333333333
15616,"All of the time","Most of the time","A lot",4
15621,"Most of the time","Some of the time","Some",2.666666666667
15626,"Most of the time","Some of the time","Some",3.5
15627,"Most of the time","Some of the time","A lot",4
15628,"Some of the time","Some of the time","A little",4
15629,"Most of the time","Some of the time","Some",3.333333333333
15630,"Most of the time","Some of the time","Some",3
15634,"All of the time","Rarely","Some",3.166666666667
15636,"Some of the time","Some of the time","Some",1.5
15639,"Most of the time","Most of the time","Some",2.2
15641,"Most of the time","Most of the time","Some",3.5
15645,"All of the time","Most of the time","Some",3.666666666667
15651,"Some of the time","Most of the time","Some",2.166666666667
15652,"Most of the time","Some of the time","Some",4
15653,"Most of the time","Some of the time","A lot",4
15655,"Most of the time","Most of the time","A lot",4
15659,"All of the time","Some of the time","Some",2.666666666667
15662,"Some of the time","All of the time","A little",2.833333333333
15665,"Most of the time","All of the time","A lot",3.666666666667
15668,"Most of the time","Most of the time","Some",4
15670,"Most of the time","All of the time","Some",4.333333333333
15673,"Most of the time","Most of the time","Some",3.666666666667
15676,"All of the time","Some of the time","Some",4.166666666667
15677,"Most of the time","Most of the time","Some",3.833333333333
15689,"All of the time","All of the time","A lot",3.666666666667
15690,"Most of the time","Some of the time","Some",3.833333333333
15696,"All of the time","Most of the time","A lot",3
15699,"Some of the time","Most of the time","Some",4.833333333333
15704,"Never","Never","Some",5
15715,"All of the time","Most of the time","A lot",3.333333333333
15723,"Most of the time","Some of the time","Some",3.833333333333
15726,"Most of the time","Some of the time","Some",3
15731,"All of the time","Never","A lot",3.833333333333
15736,"Some of the time","Some of the time","Some",4
15737,"Some of the time","Most of the time","A lot",3.333333333333
15738,"All of the time","Some of the time","Some",4
15740,"Some of the time","Some of the time","Some",3
15743,"Most of the time","Most of the time","A lot",4
15745,"All of the time","All of the time","Some",3.333333333333
15747,"Most of the time","Most of the time","Some",4
15748,"Some of the time","Some of the time","A lot",1.833333333333
15749,"Some of the time","Most of the time","Some",4
15750,"Most of the time","Most of the time","A lot",3.5
15751,"All of the time","Some of the time","Some",3.833333333333
15761,"Some of the time","Most of the time","A little",3.5
15765,"Most of the time","Some of the time","A little",4.166666666667
15783,"Most of the time","Most of the time","Some",3.833333333333
15786,"Some of the time","Some of the time","Some",4
15792,"All of the time","Some of the time","A lot",4.166666666667
15795,"Most of the time","Most of the time","A lot",3.833333333333
15796,"Most of the time","Most of the time","A lot",2.333333333333
15800,"Some of the time","Most of the time","Some",3
15804,"Most of the time","Some of the time","Some",3.333333333333
15805,"Some of the time","Some of the time","A lot",3
15809,"Rarely","Some of the time","A lot",3.5
15814,"Some of the time","Most of the time","Some",3.333333333333
15815,"Some of the time","Most of the time","A lot",3.833333333333
15818,"Most of the time","Most of the time","Some",3.333333333333
15824,"Most of the time","Most of the time","A lot",4
15830,"Most of the time","All of the time","A lot",4
15831,"Most of the time","Most of the time","Some",3.833333333333
15840,"Some of the time","All of the time","A lot",3
15843,"Some of the time","Most of the time","Some",3.833333333333
15844,"Most of the time","All of the time","Some",3.833333333333
15854,"Most of the time","Most of the time","A lot",2.833333333333
15855,"Most of the time","Some of the time","Some",3.333333333333
15859,"Most of the time","Some of the time","A lot",3.5
15861,"All of the time","Most of the time","A lot",3.833333333333
15863,"Some of the time","All of the time","A lot",4
15864,"Most of the time","Most of the time","Some",2.5
15867,"Most of the time","Most of the time","A lot",2.5
15868,"All of the time","Some of the time","A lot",4
15870,"Some of the time","Most of the time","Some",3.833333333333
15878,"Most of the time","All of the time","A lot",4.166666666667
15891,"Most of the time","Most of the time","Some",3.833333333333
15893,"All of the time","Some of the time","A lot",3.833333333333
15901,"Some of the time","Most of the time","A lot",4
15902,"All of the time","Some of the time","Some",3.5
15905,"Most of the time","Most of the time","Some",2.666666666667
15907,"All of the time","Most of the time","A lot",5
15910,"Some of the time","Some of the time","A lot",2.166666666667
15915,"Most of the time","Most of the time","Some",3.166666666667
15919,"Most of the time","All of the time","A lot",4.666666666667
15926,"Most of the time","All of the time","A lot",4.5
15928,"Some of the time","Some of the time","A little",1.833333333333
15931,"Some of the time","Most of the time","Some",4
15932,"Most of the time","Most of the time","Some",3.666666666667
15939,"Most of the time","Most of the time","Some",2.166666666667
15941,"Most of the time","Most of the time","Some",3.333333333333
15944,"Some of the time","Some of the time","Some",3.666666666667
15947,"Most of the time","Most of the time","Some",3.666666666667
15955,"Most of the time","Most of the time","Some",3.666666666667
15961,"Most of the time","All of the time","Some",4.833333333333
15962,"Some of the time","All of the time","A lot",4.333333333333
15964,"Most of the time","Most of the time","A lot",4
15971,"Rarely","Some of the time","A little",3
15972,"Some of the time","Most of the time","A lot",3.833333333333
15975,"Most of the time","Most of the time","Some",3.666666666667
15982,"Most of the time","Most of the time","Some",1.666666666667
15988,"Rarely","Some of the time","Not at all",1
16007,"Some of the time","All of the time","Some",3.5
16008,"All of the time","Most of the time","A lot",4
16023,"All of the time","Most of the time","A lot",3.333333333333
16027,"Most of the time","Most of the time","Some",3.5
16028,"Most of the time","Most of the time","Some",3.333333333333
16029,"Most of the time","Some of the time","A lot",5
16030,"Most of the time","Most of the time","A lot",4.166666666667
16037,"Most of the time","Some of the time","A lot",3.833333333333
16038,"Most of the time","Most of the time","A lot",3.833333333333
16046,"Some of the time","All of the time","A lot",4
16048,"Most of the time","Most of the time","Some",3.166666666667
16052,"Some of the time","Most of the time","A lot",3.833333333333
16055,"Most of the time","All of the time","Some",2.833333333333
16058,"Most of the time","Most of the time","Some",3.833333333333
16061,"Most of the time","Some of the time","Some",3
16069,"Most of the time","Most of the time","A lot",3.666666666667
16072,"Most of the time","Some of the time","Some",3.666666666667
16081,"Rarely","Most of the time","A little",4
16086,"Most of the time","All of the time","Some",3.833333333333
16089,"Most of the time","Most of the time","Some",3.833333333333
16094,"All of the time","All of the time","Some",2.5
16095,"Most of the time","Most of the time","Some",4.333333333333
16102,"Most of the time","Some of the time","A lot",3.5
16103,"Some of the time","Some of the time","Some",2.333333333333
16110,"All of the time","Most of the time","A lot",3.5
16114,"Most of the time","Most of the time","Some",2.833333333333
16115,"Some of the time","Most of the time","Some",3.5
16116,"Most of the time","Most of the time","Some",3.5
16121,"All of the time","Most of the time","Some",2
16123,"Some of the time","Most of the time","Some",3.833333333333
16124,"Most of the time","All of the time","Some",4.333333333333
16126,"Most of the time","Most of the time","Some",3.166666666667
16128,"All of the time","Most of the time","A lot",3.833333333333
16130,"All of the time","Most of the time","A lot",3.333333333333
16138,"Most of the time","Most of the time","Some",3.833333333333
16141,"Some of the time","Some of the time","A lot",4.833333333333
16144,"Some of the time","Most of the time","A lot",3
16147,"Rarely","Most of the time","A little",2.333333333333
16153,"Some of the time","Most of the time","Some",3.833333333333
16155,"Most of the time","Most of the time","Some",2.666666666667
16158,"Most of the time","Most of the time","Some",2.666666666667
16162,"Most of the time","Most of the time","Some",3.5
16163,"Most of the time","Most of the time","A lot",3.666666666667
16165,"All of the time","Most of the time","A lot",3.166666666667
16168,"Some of the time","Some of the time","Some",3.833333333333
16180,"All of the time","Most of the time","A lot",3.5
16181,"Some of the time","Most of the time","Some",3
16189,"All of the time","Some of the time","Some",1.833333333333
16194,"All of the time","Most of the time","A lot",3
16196,"All of the time","Some of the time","Some",2.333333333333
16200,"Some of the time","Some of the time","Some",2.5
16207,"All of the time","All of the time","A lot",3.833333333333
16209,"Most of the time","Most of the time","Some",4
16213,"All of the time","All of the time","Some",4
16219,"Most of the time","Most of the time","Some",3
16220,"Rarely","Some of the time","Some",3
16221,"Most of the time","Most of the time","Some",4
16224,"Most of the time","Most of the time","A lot",3.833333333333
16226,"Some of the time","Most of the time","A little",1.4
16238,"All of the time","Most of the time","A lot",4
16250,"Most of the time","Most of the time","A lot",2.5
16251,"All of the time","Most of the time","Some",3.833333333333
16258,"Most of the time","Most of the time","Some",2.666666666667
16261,"Some of the time","Most of the time","A lot",4
16267,"Most of the time","Most of the time","Some",2.833333333333
16276,"Some of the time","Some of the time","Some",3.666666666667
16277,"Most of the time","All of the time","A lot",4.166666666667
16279,"Some of the time","Most of the time","A lot",3.833333333333
16280,"Most of the time","Most of the time","Some",3.333333333333
16286,"All of the time","All of the time","A lot",3.5
16290,"All of the time","Some of the time","Some",3.333333333333
16292,"Most of the time","Most of the time","Some",4
16294,"Some of the time","Some of the time","Some",3.166666666667
16313,"Most of the time","All of the time","A lot",2.5
16314,"Most of the time","Most of the time","A lot",4.333333333333
16316,"Most of the time","Most of the time","A lot",3.5
16319,"Most of the time","Most of the time","A lot",4
16320,"Most of the time","Some of the time","Some",3.5
16324,"All of the time","Most of the time","A lot",3.833333333333
16325,"Most of the time","Most of the time","A lot",5
16330,"All of the time","Most of the time","Some",3.833333333333
16331,"Some of the time","Some of the time","A lot",3.666666666667
16337,"Most of the time","Most of the time","Some",3.666666666667
16338,"Most of the time","Some of the time","Some",4
16339,"All of the time","All of the time","A lot",4.5
16342,"Some of the time","Most of the time","Some",3.5
16344,"All of the time","Most of the time","A lot",4
16347,"Most of the time","Most of the time","A lot",3.166666666667
16350,"All of the time","Most of the time","Some",2.833333333333
16354,"Most of the time","Most of the time","A lot",3.833333333333
16359,"Most of the time","Most of the time","Some",2.333333333333
16361,"Most of the time","Some of the time","Some",3.833333333333
16363,"Most of the time","Most of the time","A lot",3.8
16364,"All of the time","All of the time","Some",4.833333333333
16367,"Some of the time","Most of the time","A lot",4.166666666667
16369,"All of the time","Some of the time","A lot",3.833333333333
16378,"Most of the time","Most of the time","Some",4
16379,"Some of the time","Most of the time","A lot",3.333333333333
16381,"Most of the time","Most of the time","A lot",3.166666666667
16386,"Most of the time","Most of the time","Some",3.833333333333
16387,"Most of the time","Rarely","Some",3.5
16393,"Most of the time","Most of the time","Some",2.666666666667
16394,"All of the time","Most of the time","A lot",3.5
16398,"All of the time","Most of the time","Some",3.5
16401,"Some of the time","Some of the time","Some",3.5
16405,"Some of the time","Most of the time","Some",3.833333333333
16407,"Most of the time","All of the time","Some",2.5
16411,"Most of the time","All of the time","A lot",4
16413,"Some of the time","Most of the time","Some",3.166666666667
16416,"Most of the time","Most of the time","A lot",3.833333333333
16417,"Most of the time","Most of the time","A lot",3.333333333333
16421,"Some of the time","Most of the time","Some",2.666666666667
16425,"Most of the time","Most of the time","Some",3.833333333333
16428,"Some of the time","Some of the time","A little",3
16431,"Most of the time","Most of the time","Some",3.833333333333
16434,"Most of the time","Most of the time","Some",4.5
16443,"Most of the time","Most of the time","Some",3.833333333333
16450,"Most of the time","Most of the time","Some",3.666666666667
16451,"Rarely","Most of the time","Some",3.4
16467,"Most of the time","Most of the time","A lot",3.666666666667
16468,"Most of the time","Some of the time","A little",2.333333333333
16472,"Most of the time","Most of the time","A lot",3.5
16475,"Some of the time","Most of the time","Some",2.166666666667
16478,"Some of the time","Most of the time","A lot",4.166666666667
16481,"Most of the time","Some of the time","Some",1.6
16486,"Rarely","Some of the time","Some",3.5
16489,"Most of the time","Some of the time","Some",3.166666666667
16491,"All of the time","Most of the time","A lot",4.5
16495,"Most of the time","Most of the time","Some",2.5
16503,"Most of the time","All of the time","Some",3.666666666667
16506,"Some of the time","Most of the time","Some",2.166666666667
16512,"Most of the time","Most of the time","Some",3.5
16529,"All of the time","Most of the time","A lot",3.666666666667
16537,"Some of the time","Some of the time","A little",4.333333333333
16538,"Most of the time","Most of the time","A lot",3.833333333333
16540,"Most of the time","Most of the time","Some",3.833333333333
16543,"Some of the time","Most of the time","Some",3.166666666667
16548,"Some of the time","Some of the time","Some",2.5
16549,"All of the time","Most of the time","A lot",3.833333333333
16554,"Most of the time","Most of the time","Some",3.5
16556,"Some of the time","Most of the time","Some",3.333333333333
16558,"Most of the time","Some of the time","Some",4.333333333333
16560,"Most of the time","Most of the time","Some",3.833333333333
16563,"Some of the time","Most of the time","Some",4
16565,"Most of the time","Most of the time","A lot",3.833333333333
16566,"Most of the time","Most of the time","Some",2.666666666667
16568,"Most of the time","All of the time","A little",3.166666666667
16574,"Most of the time","All of the time","A lot",3.5
16575,"All of the time","All of the time","Some",3.333333333333
16576,"Most of the time","Most of the time","Some",3.833333333333
16579,"Rarely","Most of the time","Some",3.833333333333
16580,"Most of the time","Most of the time","A lot",3.833333333333
16587,"All of the time","Most of the time","Some",2.833333333333
16588,"Most of the time","Most of the time","A lot",4.833333333333
16590,"All of the time","Rarely","A lot",4
16600,"Some of the time","Most of the time","Some",2.833333333333
16601,"Most of the time","Some of the time","Some",2.333333333333
16603,"Some of the time","Some of the time","Some",3.666666666667
16609,"Some of the time","Most of the time","Some",3.833333333333
16612,"Some of the time","Most of the time","A lot",3.333333333333
16613,"Most of the time","All of the time","Some",2
16616,"Some of the time","All of the time","Some",3
16617,"Some of the time","Most of the time","Some",2.5
16620,"Some of the time","Some of the time","Some",4
16628,"Some of the time","Most of the time","Some",4
16631,"Most of the time","Most of the time","A lot",3.166666666667
16633,"Some of the time","Most of the time","A lot",1.5
16635,"Most of the time","Most of the time","Some",4
16655,"Most of the time","Most of the time","Some",4
16656,"Most of the time","Some of the time","A lot",3.166666666667
16658,"All of the time","Most of the time","A lot",2.666666666667
16662,"Some of the time","Some of the time","Some",2
16666,"Most of the time","Some of the time","Some",3.5
16670,"Some of the time","Most of the time","Some",3.666666666667
16672,"Most of the time","Some of the time","Some",2.666666666667
16681,"Most of the time","Most of the time","Some",4.166666666667
16683,"All of the time","Most of the time","A lot",4.833333333333
16691,"Most of the time","Some of the time","A little",3
16694,"Most of the time","Most of the time","Some",3.166666666667
16701,"Some of the time","All of the time","Some",3.5
16709,"Most of the time","All of the time","Some",4.166666666667
16711,"Most of the time","Some of the time","A lot",3.833333333333
16713,"Some of the time","Most of the time","Some",2.666666666667
16718,"All of the time","Most of the time","A little",3
16725,"All of the time","Some of the time","Some",4
16729,"Most of the time","Most of the time","A lot",2.8
16730,"Most of the time","Most of the time","Some",3.5
16732,"Most of the time","All of the time","A lot",3.333333333333
16741,"Most of the time","Most of the time","Some",3
16746,"Most of the time","Some of the time","A little",2.833333333333
16748,"Some of the time","Most of the time","Some",4
16753,"Most of the time","Some of the time","Some",4
16755,"Most of the time","All of the time","Some",3.333333333333
16759,"Most of the time","Some of the time","Some",1.833333333333
16762,"Most of the time","All of the time","Some",2.5
16769,"Most of the time","Most of the time","Some",2.833333333333
16782,"Most of the time","Some of the time","Some",3.166666666667
16786,"Some of the time","Most of the time","Some",3.833333333333
16788,"Most of the time","Some of the time","Some",3.5
16789,"Most of the time","All of the time","Some",3.833333333333
16795,"All of the time","Some of the time","A lot",5
16802,"Some of the time","Most of the time","A lot",3.833333333333
16808,"Most of the time","Some of the time","Some",3.166666666667
16812,"Most of the time","Most of the time","Some",4
16818,"Some of the time","Some of the time","Some",3.166666666667
16824,"All of the time","Most of the time","A lot",3.833333333333
16825,"Some of the time","All of the time","A lot",4
16831,"Rarely","Rarely","A lot",3.333333333333
16832,"Some of the time","Some of the time","Some",2.333333333333
16833,"Some of the time","Most of the time","A little",3.833333333333
16837,"All of the time","Most of the time","Some",3.833333333333
